id,site_id,wms_url,county,year,location,n_unk_res,n_frk_res,n_oth_res,n_tot_res,crowd_sel,qaqc,p_crd_a,p_s_crd_a
15933,7320c0b4-eb2f-5d9c-8518-73b210d30444,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.7533703593-76.2487693922---2008,0,0,3,3,other,,100,None
14346,74e3da2b-d5a4-53ea-b1f7-6f55ac21b327,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Susquehanna,2008,41.7284842087-75.8851916915---2008,0,3,0,3,fracking,,100,None
14451,b55a788e-f054-5039-8554-b20b8bada943,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Susquehanna,2008,41.692750765-75.8401887835---2008,0,0,3,3,other,,100,None
16653,b6664ef2-320e-5f59-9c79-98fe541f08bf,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.7702518323-76.8047746052---2008,0,0,3,3,other,,100,None
15891,6266514d-5598-5c33-934a-d201d581c323,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.7525077566-76.6288601919---2008,0,0,3,3,other,,100,None
14181,d2b5bc9c-882e-523a-8f80-2d920483a517,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Sullivan,2008,41.5274123547-76.356638098---2008,0,0,3,3,other,,100,None
16794,e4cf8693-d2f8-5137-ab10-2203bf18ff53,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.646212568-76.3442093756---2008,0,0,3,3,other,,100,None
16695,c63124e1-4698-5c98-9a7a-44e4773820a8,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.6486101804-76.320376197---2008,0,0,3,3,other,,100,None
16668,bc1e68e8-4c1d-51ee-a771-2bf3a7666eba,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.7564733143-76.4703560324---2008,0,0,4,4,other,,100,None
14172,ae829bdb-44a7-5c22-883c-e4cc1535a9aa,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Sullivan,2008,41.5467947895-76.6409899601---2008,0,0,3,3,other,,100,None
15900,63c91bc6-82ed-526c-a58f-691eafe48cd8,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.731980688-76.8130239736---2008,0,0,3,3,other,,100,None
15828,45f151a3-b166-5f23-bc7a-d4d0fa828318,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.8589813986-76.8812265261---2008,0,0,3,3,other,,100,None
15699,028140db-c966-5dab-bc0b-5c19405fda03,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.8674045524-76.8518127787---2008,0,0,3,3,other,,100,None
16662,bba13eff-2d88-5d80-831c-762709ff9ac5,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.765321462-76.4794770267---2008,0,0,3,3,other,,100,None
16686,c09280d8-0ef2-59a0-8658-c03dc515d51d,https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0,Bradford,2008,41.6458262508-76.3459440063---2008,0,0,3,3,other,,100,None
