county,latitude,longitude,siteID,url,year
Bradford,41.9669,-76.1463,a4af2b2e-6d9b-5bff-b0b7-50023cb49932,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2005/2005_X-076.1463_Y0041.9669.png,2005
Bradford,41.7667,-76.1434,4e5e808e-0ab3-508f-a9e9-e9522f7eb4b4,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2010/2010_X-076.1434_Y0041.7667.png,2010
Wyoming,41.5794,-76.0764,119ca48d-fd4b-5715-97b0-0d310182a419,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2010/2010_X-076.0764_Y0041.5794.png,2010
Wyoming,41.6321,-76.0634,59f10a9b-498d-57d6-bf59-910f41421773,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2008/2008_X-076.0634_Y0041.6321.png,2008
Wyoming,41.5498,-76.0575,c21f6472-4e8e-55b8-b88d-e13ca0282246,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2005/2005_X-076.0575_Y0041.5498.png,2005
Wyoming,41.5796,-76.0561,8e38b3a1-7d28-5bc3-be9f-bd0f0b86ca8e,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2010/2010_X-076.0561_Y0041.5796.png,2010
Luzerne,41.3278,-76.0535,d543b56b-4d41-556b-857a-8cccabdb5926,https://s3.amazonaws.com/FrackFinder/Tadpole/Luzerne/2008/2008_X-076.0535_Y0041.3278.png,2008
Wyoming,41.4212,-76.0391,f06fbefa-901f-5ac0-8c62-2f1999ecd899,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2005/2005_X-076.0391_Y0041.4212.png,2005
Wyoming,41.5975,-76.0382,8d56ff5c-08e6-54fa-9627-9161ee37abee,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2010/2010_X-076.0382_Y0041.5975.png,2010
Wyoming,41.6076,-76.0284,4354e1e6-268a-5b50-88cf-f982d1684be4,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2008/2008_X-076.0284_Y0041.6076.png,2008
Bradford,41.75,-76.1422,8faa7b04-1d39-50c5-80d0-b566c9b6f160,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2005/2005_X-076.1422_Y0041.7500.png,2005
Bradford,41.75,-76.1422,8faa7b04-1d39-50c5-80d0-b566c9b6f160,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2008/2008_X-076.1422_Y0041.7500.png,2008
Bradford,41.7695,-76.1374,8a983445-25a8-5c17-8c03-f6bd359b8903,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2005/2005_X-076.1374_Y0041.7695.png,2005
Bradford,41.7165,-76.1357,5b4538e6-f94d-5936-8943-9658a3f94256,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2008/2008_X-076.1357_Y0041.7165.png,2008
Bradford,41.7165,-76.1357,5b4538e6-f94d-5936-8943-9658a3f94256,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2010/2010_X-076.1357_Y0041.7165.png,2010
Bradford,41.8311,-76.1312,e37772df-d897-56ac-a337-d17cc591003f,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2005/2005_X-076.1312_Y0041.8311.png,2005
Bradford,41.8311,-76.1312,e37772df-d897-56ac-a337-d17cc591003f,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2008/2008_X-076.1312_Y0041.8311.png,2008
Bradford,41.7997,-76.1289,d1c660c8-5ada-563c-922d-1d369b2b7e2f,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2010/2010_X-076.1289_Y0041.7997.png,2010
Bradford,41.7191,-76.1277,c355f689-9ae8-52bf-a92f-8251e1b5a2a9,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2005/2005_X-076.1277_Y0041.7191.png,2005
Bradford,41.6655,-76.1266,057d342c-b423-510e-83a4-a341dc495442,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2008/2008_X-076.1266_Y0041.6655.png,2008
Bradford,41.6655,-76.1266,057d342c-b423-510e-83a4-a341dc495442,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2010/2010_X-076.1266_Y0041.6655.png,2010
Bradford,41.7013,-76.1215,1aafe695-4134-5cbf-8276-cb149e91ff3e,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2005/2005_X-076.1215_Y0041.7013.png,2005
Bradford,41.7013,-76.1215,1aafe695-4134-5cbf-8276-cb149e91ff3e,https://s3.amazonaws.com/FrackFinder/Tadpole/Bradford/2008/2008_X-076.1215_Y0041.7013.png,2008
Wyoming,41.5958,-76.1203,4c388459-045f-5c2b-ae40-24b67b1cfffb,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2010/2010_X-076.1203_Y0041.5958.png,2010
Wyoming,41.5312,-76.1156,302454a6-08cb-547a-936f-c085f9a1d696,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2008/2008_X-076.1156_Y0041.5312.png,2008
Wyoming,41.6346,-76.1079,ef7cadd7-c3f8-526d-94b9-ad4131239f13,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2005/2005_X-076.1079_Y0041.6346.png,2005
Wyoming,41.5656,-76.1009,3d105ef4-a443-5b60-b71b-d7c7f9eede5c,https://s3.amazonaws.com/FrackFinder/Tadpole/Wyoming/2010/2010_X-076.1009_Y0041.5656.png,2010
