InputID,TargetID,Distance
41.20158855-79.21460609---2005,4e509dcc-953e-585a-b906-94c96851a9f5,0.000279092994716
41.27621014-76.55892737---2005,5596760c-5af6-52fc-a4d5-4ee19a6d5d4e,0.00704495884123
39.91884097-79.84224375---2005,00affae4-fefe-5c34-90ec-00ee252fa839,0.00419576571086
40.79430439-79.99810938---2005,1518566b-6072-5132-bc3e-7d423cb4195c,0.00547011415242
39.89221026-80.02183845---2005,3508daba-b0b1-50f0-9085-bf9d17e60ac8,0.00752628222673
39.91424594-79.85765133---2005,a7a27a06-522e-5add-8f20-029bbfb1f86f,0.00211934055405
41.29388786-79.49114799---2005,57f4d505-7a40-5ede-820b-0034ad814fb0,0.00864246523793
40.09679505-79.80446866---2005,23a73da7-6720-572e-a029-21029df88286,0.00242472623151
40.28015678-80.29208039---2005,d47b091c-b4ca-5ff9-9e4f-6aacbe77286b,0.000157120250951
39.87326991-80.01088887---2005,ef986a01-79cf-5c7b-a940-ae3d8bfbecda,0.00454920633464
39.86699268-80.03001786---2005,6ddeb482-4b9a-5697-9448-48ea29dddc13,0.00368986170974
39.88836459-80.00302824---2005,f4f1a81c-ed1a-5a71-8851-2bda71a388ec,0.00374661580236
41.67428084-78.50185395---2005,1eb4411e-c8ad-5736-a7f2-6bafdd18efe2,0.00149373218207
41.20159849-79.21647317---2005,4e509dcc-953e-585a-b906-94c96851a9f5,0.00199036424736
39.88885814-80.02590974---2005,1899e747-da38-54c4-834f-0be8bd1adeb2,0.00494865307382
40.27596571-80.3084104---2005,391123be-d805-56b0-ba52-554eb97f81fa,0.000531809235409
41.67481439-78.50263648---2005,1eb4411e-c8ad-5736-a7f2-6bafdd18efe2,0.000617689302113
41.95538079-76.86122201---2005,75633cf0-230d-56b2-8bff-057494853fc0,0.000430284858487
41.07859715-78.01070229---2005,0c028451-3217-5e8d-ad7c-8dfac879d2fb,0.00345895170522
39.93219103-79.8568847---2005,f35cf5ab-4c39-57b4-ad7d-6df22d6b2447,0.0021979784831
41.41743345-78.2693459---2005,53529efd-283c-54c2-8dff-97d75efa4999,0.00220502405695
41.68721532-78.63280158---2005,062b02e4-3327-5e67-9245-9ca2333e3c41,0.00871077043829
