"41.6964728092-75.8800593855---2008",1
"41.7316131102-75.8753901461---2008",1
"41.7494499208-75.9235013941---2008",1
"41.7779675942-75.9429053308---2008",1
"41.4607532593-76.3954906857---2008",1
"41.7141091297-75.9237383744---2008",1
"41.7095324838-75.5858655067---2008",1
"41.7167957338-75.900267903---2008",1
"41.8731864118-75.8878833852---2008",1
"41.7973359268-76.0241636785---2008",1
"41.7323456544-75.8615866462---2008",1
"41.7498439394-75.9201359941---2008",1
"41.7739095078-75.9460388936---2008",1
"41.525794757-76.3514903253---2008",1
"41.8220034687-76.0641704098---2008",1
"41.6481744662-76.0273011069---2008",1
"41.697004454-75.9087137958---2008",1
"41.7083080183-75.8593767728---2008",1
"41.5301703336-76.532561718---2008",1
"41.7303942402-75.8788092434---2008",1
"41.7050295663-75.9492282264---2008",1
"41.7914599862-76.0353641148---2008",1
"41.7145788323-76.0895292974---2008",1
"41.7500674179-75.9007859867---2008",1
"41.8230906791-76.0693496403---2008",1
"41.8720656606-76.0514481023---2008",1
"41.6936115334-75.9146657991---2008",1
"41.7052841343-75.6621795267---2008",1
"41.8856482392-75.8944202111---2008",1
"41.7246156554-75.8726976709---2008",1
"41.7044034968-75.9521355902---2008",1
"41.7366529817-75.954471398---2008",1
"41.713568648-76.0825093723---2008",1
"41.7485779952-75.9003661494---2008",1
"41.7956626321-76.0314031343---2008",1
"41.8719286901-76.0586304886---2008",1
"41.8862364642-75.6620261524---2008",1
"41.880165814-75.8919569792---2008",1
"41.6990617396-75.9056559457---2008",1
"41.7298128653-75.8712096908---2008",1
"41.7558189097-75.867268003---2008",1
"41.8642211543-76.0182294646---2008",1
"41.7056498301-76.0866357185---2008",1
"41.6744145631-76.0754296586---2008",1
"41.7302681647-76.0072437305---2008",1
"41.733313701-75.894126136---2008",1
"41.7310587346-75.9126234464---2008",1
"41.6973818572-75.88405505---2008",1
"41.7307305245-75.8700261677---2008",1
"41.7543609521-75.8652440148---2008",1
"41.8050758007-75.8318117606---2008",1
"41.7056327083-76.0873462719---2008",1
"41.7324505023-76.009437078---2008",1
"41.73290278-75.8927478385---2008",1
"41.7341492036-75.9114420483---2008",1
"41.7441636623-75.8798386091---2008",1
"41.7285178509-75.8713211821---2008",1
"41.7614965394-75.9736380049---2008",1
"41.701450735-75.8915689744---2008",1
"41.7064050898-76.0867194431---2008",1
"41.7139615774-75.8993192969---2008",1
"41.7324554215-76.0028878074---2008",1
"41.7323805679-75.8936296064---2008",1
"41.7248264314-75.9064938735---2008",1
"41.8797566546-76.1046728588---2008",1
"41.8943579884-75.9344475576---2008",1
"41.7222003501-76.0960250184---2008",1
"41.7938567856-76.0325833205---2008",1
"41.762444428-76.1073542353---2008",1
"41.7284024513-75.8811009513---2008",1
"41.8888622007-75.6608773926---2008",1
"41.7749483217-76.1022750912---2008",1
"41.7805594462-76.1108843194---2008",1
"41.6608583778-75.955767069---2008",1
"41.6978273335-75.8338696696---2008",1
"41.766643248-75.9394738679---2008",1
"41.6577627545-76.0292273256---2008",1
"41.7040236531-75.9150852014---2008",1
"41.7403892758-75.8739028536---2008",1
"41.7415666707-75.8914251871---2008",1
"41.7081571035-76.085450139---2008",1
"41.9009074006-75.9644036621---2008",1
"41.7684175223-75.9334174508---2008",1
"41.7265985734-75.9086246205---2008",1
"41.6755803713-75.8583749782---2008",1
"41.7511709221-75.8682035626---2008",1
"41.7236340532-75.8784042809---2008",1
"41.728860957-75.9029273282---2008",1
"41.6812113662-76.0573781098---2008",1
"41.890496174-75.9364225998---2008",1
"41.6584528226-75.9585394287---2008",1
"41.6996267575-75.8346526933---2008",1
"41.7119312435-75.864148639---2008",1
"41.7167473495-75.9007653655---2008",1
"41.8619122726-76.0224027338---2008",1
"41.6756919846-76.0753043354---2008",1
"41.7416292394-75.8772215797---2008",1
"41.7387959672-75.8854147583---2008",1
"41.7490948981-75.9197251255---2008",1
"41.9031678425-75.9557883931---2008",1
"41.694986288-75.8424834856---2008",1
"41.7133369336-76.0181873026---2008",1
"41.7196271252-75.8895613282---2008",1
"41.7063595042-75.9619152909---2008",1
"41.7370249044-75.8876970102---2008",1
"41.6948935592-75.861961698---2008",1
"41.6963916504-75.934815117---2008",1
